0, -5877.09001268819, 1517.7100288439542, 128442.60888469219, 9651.879983901978, 8369.0
1, -211.17999980039895, 1427.9400018621236, 17966.409850358963, 1718.4999955892563, 1626.0
2, -229.00000019930303, 1427.2900023628026, 18020.57985019684, 1717.5899957418442, 1626.0
3, -195.4699995815754, 1428.8500011134893, 17885.319823384285, 1714.5199944972992, 1620.0
4, -191.39999975450337, 1426.2800003457814, 17838.799826860428, 1708.4599941968918, 1616.0
5, -194.53999923542142, 1424.1100002694875, 17840.349825501442, 1713.7999956607819, 1618.0
6, -206.21999928541481, 1426.8500012923032, 17829.799754977226, 1715.699993133545, 1623.0
7, -180.43999963253736, 1426.6799999643117, 17800.229807257652, 1707.609992146492, 1613.0
8, -195.47999925166368, 1424.030003445223, 17784.969794988632, 1711.929995059967, 1612.0
9, -202.10999984107912, 1423.4100007582456, 17820.869829297066, 1713.6299933195114, 1613.0
10, -202.56999955698848, 1425.8200008440763, 17837.449804902077, 1723.4199941158295, 1621.0
11, -185.0000000167638, 1426.6300001908094, 17827.26980781555, 1718.7299927473068, 1626.0
12, -183.60999958589673, 1426.7900008726865, 17836.689794540405, 1714.7699939012527, 1623.0
13, -209.54999997280538, 1424.7200017739087, 17888.609799861908, 1718.0199930667877, 1623.0
14, -207.8599999472499, 1425.7699984479696, 17843.099806070328, 1711.2999945878983, 1620.0
15, -199.38999949768186, 1429.7500000167638, 17821.23980116844, 1710.939993739128, 1620.0
16, -195.74999981187284, 1425.340000288561, 17765.909776329994, 1716.5999937057495, 1614.0
17, -183.07999894022942, 1426.170000212267, 17765.509819746017, 1708.5899955034256, 1616.0
18, -168.38999897427857, 1425.8999995160848, 17821.609812617302, 1702.2999943494797, 1615.0
19, -200.76000016368926, 1426.7399990726262, 17861.669845342636, 1715.0299934148788, 1615.0
20, -216.19000016711652, 1425.4100001621991, 17851.31983423233, 1718.259993314743, 1625.0
21, -197.5799992159009, 1425.1799966860563, 17738.48977816105, 1706.3099945783615, 1608.0
22, -218.01999910734594, 1426.5499987173826, 17733.42977797985, 1715.4999933242798, 1609.0
23, -227.68999835848808, 1427.039998428896, 17777.20983028412, 1712.3499938249588, 1613.0
24, -213.0899995341897, 1425.2599994707853, 17778.13983106613, 1712.7799925804138, 1609.0
25, -197.3999992646277, 1425.5399996805936, 17799.409804344177, 1706.9799922704697, 1613.0
26, -192.94999935291708, 1424.1999991107732, 17821.729824900627, 1712.7299929857254, 1615.0
27, -177.849999319762, 1425.0800001788884, 17792.899823904037, 1709.8799966573715, 1614.0
28, -187.27999943867326, 1423.2900003362447, 17768.849788308144, 1708.9399930238724, 1612.0
29, -188.15999917685986, 1422.2799998689443, 17750.54982495308, 1702.6799943447113, 1604.0
30, -198.5899996832013, 1424.5299984980375, 17781.689793348312, 1708.369994044304, 1611.0
31, -178.79999946430326, 1425.9000015426427, 17824.339856147766, 1705.2799935340881, 1614.0
32, -202.7099997550249, 1425.100000815466, 17860.989819526672, 1713.449994444847, 1622.0
33, -177.3599994201213, 1423.2100010681897, 17780.09977686405, 1702.0099927186966, 1614.0
34, -180.6099995020777, 1425.4900005031377, 17766.859773993492, 1707.3299918174744, 1614.0
35, -195.05999958887696, 1424.5699991155416, 17763.52978157997, 1713.9599931240082, 1617.0
36, -188.73999943956733, 1425.1799990106374, 17755.299805998802, 1706.4299918413162, 1609.0
37, -180.83999939635396, 1424.8300000000745, 17787.039821982384, 1705.9799929857254, 1611.0
38, -204.0199999269098, 1424.6199999619275, 17818.039798378944, 1714.8299907445908, 1620.0
39, -158.8699996713549, 1426.629998760298, 17742.369736790657, 1704.1199921369553, 1613.0
40, -217.3899995572865, 1426.1799986530095, 17772.40981590748, 1717.4099941253662, 1615.0
41, -180.5599996559322, 1425.3299992252141, 17738.909801483154, 1702.7199934720993, 1607.0
42, -197.12999932467937, 1425.380000429228, 17768.09976732731, 1710.6999934911728, 1615.0
43, -188.91999939084053, 1423.1100005675107, 17765.85979104042, 1710.1599941253662, 1614.0
44, -169.38000003434718, 1426.8000009227544, 17868.039801836014, 1706.3899927139282, 1618.0
45, -178.13999967463315, 1425.6699988413602, 17786.78977251053, 1711.4099955558777, 1616.0
46, -194.199999647215, 1426.7800010014325, 17825.829779028893, 1712.629994392395, 1621.0
47, -209.9799998253584, 1426.6099985409528, 17849.159801721573, 1722.049994468689, 1620.0
48, -182.88999939896166, 1423.8899985719472, 17812.009797930717, 1706.3399916887283, 1610.0
49, -193.30999948643148, 1427.3099979329854, 17775.559811353683, 1717.769994020462, 1612.0
50, -194.04999904707074, 1425.179996745661, 17711.239778757095, 1713.1199938058853, 1615.0
51, -198.19999953731894, 1426.569998877123, 17733.13980638981, 1709.8499928712845, 1609.0
52, -190.9699989054352, 1426.2699988055974, 17727.179787755013, 1708.5399938821793, 1612.0
53, -209.49999931268394, 1428.8799993563443, 17781.69981765747, 1723.4899951219559, 1617.0
54, -186.44999907538295, 1424.7799974847585, 17736.039810419083, 1712.709993839264, 1609.0
55, -186.0899992659688, 1428.630000250414, 17732.13980305195, 1714.679990887642, 1619.0
56, -178.2799990773201, 1428.6099995542318, 17758.42980349064, 1709.9199925661087, 1617.0
57, -210.9299985934049, 1423.1499990392476, 17779.03981935978, 1715.9899929761887, 1612.0
58, -202.80999932065606, 1423.8800001908094, 17796.319795370102, 1713.2599893808365, 1617.0
59, -177.33999938331544, 1422.6299988795072, 17742.999768018723, 1700.659993171692, 1607.0
60, -204.80999908782542, 1426.009996848181, 17749.94980084896, 1716.4699928760529, 1612.0
